COUNTRY_ISO3;Country;Time;Sex;Age;15 to 19;15 to 24;15 to 64;20 to 24;25 to 29;25 to 34;25 to 39;25 to 54;25 to 64;30 to 34;35 to 39;35 to 44;40 to 44;40 to 49;45 to 49;45 to 54;50 to 54;55 to 59;55 to 64;60 to 64;65 to 69;65+;70 to 74;70+;75+;Total;75 to 79+;80+;Total
AUS;Australia;2000;All persons;15 to 19;58.7371464732323;70.1812518753732;73.7935978976473;82.0142667240603;82.0451759162643;80.7000340393496;0;80.27832710737;74.7174994948074;79.3452361361786;79.6078710934743;81.2244700019516;82.8976863991949;0;81.6667945171453;78.7434115479156;75.628361622719;59.9063621616049;48.2433924677428;34.1332161040051;13.2095555026507;6.04859253257708;0;3.1993233320889;0;1452.5976980293024;0;0;1452.5976980293024
AUT;Austria;2000;All persons;15 to 19;40.0411414305669;55.6692792808337;70.7948372866783;71.8050666538079;83.2124299854771;85.6824553625342;0;85.1829502923388;73.9662425123299;87.6883669284955;88.5007435329921;87.9522353454436;87.3213596143042;0;85.0955323922191;80.9545671446869;76.6206878118684;44.3259070967795;29.8207121294131;12.3643195443793;4.98432211678097;2.70526322016752;2.98447971672316;0;1.0595760163925;1375.6581111232;0;0;1375.6581111232
BEL;Belgium;2000;All persons;15 to 19;11.0088951226092;35.3055767009507;65.1241380227228;59.0781914942413;88.8404802931847;88.6422234773739;0;82.4054343048275;71.8985621561741;88.4602959106005;86.404765940781;85.6311855674262;84.8224196262569;0;79.0933429242889;72.1507615388767;64.7947450894648;42.1785761755428;27.1137893818665;12.3650323839131;2.86013181699223;1.47633084571389;1.40177393820861;0;0.542186408058763;1255.9618876355714;0;0;1255.9618876355714
CAN;Canada;2000;All persons;15 to 19;51.8026380068393;64.3919467046879;76.1509110313001;77.1438468009303;85.3125772176921;85.6878908470722;0;84.7500968050675;79.0582757950015;86.0333924753196;85.9792689579924;86.2450730350104;86.5064765846555;0;85.121399085623;82.0237290506049;78.5980757903004;62.7169515855409;50.887723738926;36.1829832103171;11.4010007147963;5.99064137409286;5.50015420993112;0;2.21394719025051;1501.212184324598;0;0;1501.212184324598
CZE;Czech Republic;2000;All persons;15 to 19;14.9537247805402;46.0973295747995;71.5556259810402;70.7721798346648;80.2623791026551;83.3565109847548;0;88.4208142507566;78.6516124383085;87.1628592752983;92.0634220568134;92.9384822671938;93.7949301168908;0;92.8555236728695;89.387828540541;85.9295047377903;53.3443854539656;38.2344745937903;17.7358004890551;0;4.09683391500026;0;0;0;1402.4119984037916;0;0;1402.4119984037916
DNK;Denmark;2000;All persons;15 to 19;61.2809419215349;70.7075537973537;79.960920845784;79.0309744717664;84.7202699980103;87.1884136757078;0;87.8727078873259;81.8869707546124;89.5643241230699;90.2955115274545;89.8542245125438;89.3800938128527;0;88.9519531441254;86.5934528780576;84.4274024696842;76.8296305943032;58.2408327967275;34.3995852932092;8.2899157299749;2.51527088335888;0;0;0;1563.0677590491725;0;0;1563.0677590491725
FIN;Finland;2000;All persons;15 to 19;37.0481927710843;53.7878787878788;74.8629148629149;70.7317073170732;82.9508196721311;85.1063829787234;0;87.8989361702128;79.8217468805704;86.9688385269122;89.7368421052632;90.3267973856209;90.9090909090909;0;90.2743142144638;87.875150060024;85.6481481481482;66.3194444444444;46.6302367941712;24.904214559387;4.86725663716814;3.6697247706422;2.38095238095238;0;0;1476.5314334940265;0;0;1476.5314334940265
FRA;France;2000;All persons;15 to 19;8.74165937196436;29.3128812854154;67.9796172224255;51.2232142699619;85.4522986195487;86.0642063536324;0;86.1685314685708;77.4250239046647;86.6507052150663;87.6596174625526;87.792889885849;87.929045572703;0;86.985326821251;84.6065989342489;82.2412650022788;58.8100172248859;37.2580163159634;14.4554958301861;3.03466203996908;1.32375317295145;1.03804403092731;0;0.408848752299114;1322.0920727590897;0;0;1322.0920727590897
DEU;Germany;2000;All persons;15 to 19;33.1819165044344;51.4775547033612;71.1356495523147;71.4117369785529;81.2233589087809;83.7818313165974;0;85.2846740439195;74.908539885269;85.6628016295832;87.1589085072231;87.5431199693369;87.96834625323;0;86.696848337106;84.093654185636;81.1155378486056;65.9425625920471;42.9152302660656;21.6459785750723;5.11390051139005;2.66422018348624;2.40995762711864;0;0.937443663241392;1409.3801983883527;0;0;1409.3801983883527
GRC;Greece;2000;All persons;15 to 19;15.3844934919247;38.9901381126113;63.8373974823498;63.1217567726862;82.5669317505482;82.7476820467276;0;78.1203893760123;70.2458883081004;82.9206972868366;81.5052565862874;80.5890059601298;79.6940325078526;0;74.3475785953306;69.8052846767411;65.1379246451936;50.5534633073415;40.5242433004051;32.150845485579;11.2278529443193;5.29978093361566;3.74403571448948;0;1.02881344159658;1277.8877881596236;0;0;1277.8877881596236
HUN;Hungary;2000;All persons;15 to 19;10.9659780566375;37.1904788798117;59.8652178164024;58.7867405207326;75.3299904447272;77.0094893840904;0;77.3298969229583;66.0065386243108;78.8928351437373;81.6323195577066;81.8127894072499;81.9645268855284;0;77.7030383104331;73.5709468069378;68.7225940601072;34.675431427842;22.5815147028812;8.00316980371918;3.46583109478974;2.63101827661174;1.63513201088952;0;0;1185.692309460821;0;0;1185.692309460821
ISL;Iceland;2000;All persons;15 to 19;60.5398149479841;71.5964668953938;86.6221037384389;82.9923905524261;85.4466564573762;89.5696215549156;0;92.1918119258043;91.1516173989584;93.7532373355434;91.7149093669925;93.2032512481609;94.7417471918379;0;93.841353259977;93.9503967672982;94.0757995467137;88.4750183389029;85.6933369993584;82.12079974877;51.1714315202807;35.0189633375474;16.6157102539981;0;0;1838.132282369911;0;0;1838.132282369911
IRL;Ireland;2000;All persons;15 to 19;33.2116781758062;53.5725416413177;68.2401576222988;75.0160128387407;87.6896578690101;85.4452675531463;0;78.6952940171081;73.1911539717559;83.1056802104418;79.2513380713641;78.7442301559096;78.1992348674614;0;73.767750312896;70.3831246791356;66.7850811939352;54.8885083303696;46.504466179825;36.7156213530553;14.0649148000045;7.62352931674789;7.81671157961474;0;2.98426486562455;1374.9990866901128;0;0;1374.9990866901128
ITA;Italy;2000;All persons;15 to 19;18.5138942535625;39.5035003123825;60.288404404932;56.9717583975595;71.5130537409937;75.3842568964746;0;74.3269521120725;64.7203170384786;79.0004790530204;79.5171011441394;78.891349193187;78.1847494003788;0;73.9962084756401;67.909772091972;61.9278780746671;38.7171029794726;28.9531068007637;19.1857576895786;6.38140481361532;3.31368361532173;2.76491052120224;0;1.47621543990441;1178.4213970944145;0;0;1178.4213970944145
JPN;Japan;2000;All persons;15 to 19;17.5298804780877;47.0333745364648;72.4615917754418;72.7167630057804;83.1155778894472;80.5555555555556;0;81.9091751621872;78.3065776388692;77.6510832383124;79.7766749379653;81.6519546027743;83.5897435897436;0;84.589800443459;83.4279814145586;82.4154589371981;76.1142857142857;66.4841849148418;55.5266579973992;0;22.6146788990826;0;0;0;1452.3395067755623;0;0;1452.3395067755623
KOR;Korea;2000;All persons;15 to 19;12.060501525806;33.0148558949456;64.4336892312666;57.756054767052;70.2993648421446;71.4327726149865;0;75.219248420957;72.8998339146964;72.58332148106;77.8360948973828;78.5770607145023;79.365158835457;0;78.9822932783222;76.0760095011876;72.4851316907392;64.3088579831514;59.5485339122702;54.2927903137039;43.3908256880734;29.6430464746422;26.7914438502674;0;15.010474542308;1408.3457466640587;0;0;1408.3457466640587
LUX;Luxembourg;2000;All persons;15 to 19;10.5763694226931;34.0201170891021;64.2159143986474;56.2979441544282;84.026467153085;84.8430705338258;0;79.7903661223576;70.3623508999636;85.5366283910932;80.351265130594;80.6805920300852;81.0437217515749;0;77.1037648992873;72.6804769471205;67.7048567684292;39.6050056176217;27.5920283647479;14.4561648568427;3.42030105599314;1.59947232080094;1.24345337374632;0;0.143030747852896;1224.117249821565;0;0;1224.117249821565
MEX;Mexico;2000;All persons;15 to 19;42.8661597850799;51.5217919799394;61.7018373544011;61.803089041358;68.6205954810267;69.1210801555374;0;68.6214600524903;66.5220543591281;69.6746788639136;70.5402317747104;70.4812714154918;70.4135915036493;0;67.061141610015;64.9121928697216;62.270471830171;57.5366190209164;52.4187109940621;46.5033534244653;41.6728736772698;30.6063168244393;31.6999483080543;0;19.2497834770497;1364.243058022033;0;0;1364.243058022033
NLD;Netherlands;2000;All persons;15 to 19;60.586319218241;70.8110992529349;74.3405722807345;80.6925498426023;88.2559158632778;87.3061224489796;86.4735583311188;83.0993669143958;75.0875211744777;86.4782276546982;84.9200304645849;84.4268774703557;83.8948233360723;82.5308904985087;81.0619469026549;77.1216097987752;73.2698961937716;54.7563805104408;38.4518565135305;19.1196698762036;6.02605863192182;3.16674913409203;3.7037037037037;0;0.714285714285714;1612.413678789185;0;0;1612.413678789185
NZL;New Zealand;2000;All persons;15 to 19;53.1571194628145;62.6740411027765;74.9970143571357;72.9654643903994;79.5872379227905;78.6625918995414;0;82.0396299154188;78.2479628594649;77.812287611653;81.2076215398035;83.0245383286601;84.9689029998126;0;86.9548275156725;84.6433632099127;82.1503600827512;70.632773773744;59.6855537094214;46.3863352653781;16.4615384661234;7.71214257395592;6.81430996253993;0;1.95312508731149;1503.1951290913767;0;0;1503.1951290913767
NOR;Norway;2000;All persons;15 to 19;52.3584905660377;64.6817248459959;80.6901359358662;74.1818181818182;84.6625766871166;86.410635155096;0;87.5514403292181;83.9630562552477;88.034188034188;88.8888888888889;89.1104294478528;89.3416927899686;0;88.8888888888889;87.1544715447154;85.4368932038835;78.3132530120482;68.0365296803653;54.4973544973545;18.6746987951807;11.144578313253;3.6144578313253;0;0;1612.5902797352935;0;0;1612.5902797352935
POL;Poland;2000;All persons;15 to 19;10.9193377949982;37.843878954608;65.7640156960255;63.5203224722875;83.875580979621;85.4206684594698;0;82.3805512095318;73.9145710987301;87.2146118721461;88.2007056056448;87.4492497793469;86.8336544637123;0;81.4281139929555;74.630241865321;66.5396341463415;41.0031347962382;31.3464447806354;22.3391812865497;0;7.96624125154384;0;0;0;1291.7646347371679;0;0;1291.7646347371679
PRT;Portugal;2000;All persons;15 to 19;24.8351010466995;45.7470343855103;71.223507857838;64.1032116303585;86.5692150870758;87.442937250833;0;84.7654351727786;78.192785758145;88.3693212048092;87.8787858429907;86.777640630576;85.6044707974714;0;83.8504727992478;79.3124511185462;74.4542842452644;59.7020276899497;52.5188910947245;45.3020733471278;26.6201966882848;18.0555556860632;18.9813767460306;0;10.8344257466685;1483.0443702553523;0;0;1483.0443702553523
SVK;Slovak Republic;2000;All persons;15 to 19;19.3386545039909;45.9962343559641;69.882486732373;71.167097329888;83.3413001912046;86.1972547025928;0;88.3990519284637;77.6117263376698;89.4408251900109;92.3782819270966;92.4941263756646;92.6032660902978;0;91.3266552650868;86.2206896551724;79.6008869179601;39.4332939787485;24.3295019157088;6.53685674547983;2.19405168210629;1.12176881807836;0.913763563677898;0;0.340570455512984;1360.9992547665017;0;0;1360.9992547665017
ESP;Spain;2000;All persons;15 to 19;27.5598086124402;48.5496385953596;66.6965898762301;62.3400710446072;83.4213398625328;83.1235159715066;0;78.0072341617001;71.153093551994;82.8181708202274;80.584791580025;79.7113138747458;78.7448676199915;0;73.4432823813355;68.8577963691813;64.0415733660062;51.4475969889983;40.8910866109948;29.3237455718289;3.88987481413977;1.63606010016694;1.06856634016028;0;0.277028774055332;1285.2520700996574;0;0;1285.2520700996574
SWE;Sweden;2000;All persons;15 to 19;35.5186104218362;52.8726877040261;78.9700107104606;66.4263565891473;82.1548821548822;85.3300733496332;0;88.1743869209809;84.0913944052958;88.3096366508689;89.5666131621188;90.1490066225166;90.7692307692308;0;89.778534923339;89.0688259109312;88.4259259259259;82.0557491289199;69.2991115498519;52.619589977221;14.5077720207254;10.3217158176944;5.83333333333333;0;0;1576.0487410546104;0;0;1576.0487410546104
CHE;Switzerland;2000;All persons;15 to 19;54.6941250657955;68.2832699955094;80.5160042335698;81.9805360065068;86.6360223659991;87.0620876424082;0;87.3756856772838;83.0478354884054;87.3827950229783;88.193112526112;88.4287393065133;88.6986034024608;0;87.863233073155;86.3782004670203;84.807435260852;79.3525174722984;65.0863930638608;48.3633539952164;17.8543655505503;9.48308544987113;10.2256574087382;0;0;1614.4933884653608;6.34481778195789;1.71624366436552;1614.4933884653608
TUR;Turkey;2000;All persons;15 to 19;35.4477038857318;42.5208628562431;52.4054257016803;49.959618801486;61.7076326002587;61.8926504122084;0;59.6023933603552;56.6031427616182;62.1119202759678;62.7463863337714;62.1319678808332;61.4353116463869;0;54.6048722519311;51.5059221658206;47.4056603773585;41.1431270666037;37.2034956304619;32.7860169491525;28.7406483790524;20.8449138410228;18.8524590163934;0;9.15178571428571;1110.7000442881952;0;0;1110.7000442881952
GBR;United Kingdom;2000;All persons;15 to 19;62.8105039034776;69.6529459241324;76.3819095477387;75.3627480011845;84.3364391840846;84.268206457695;0;83.8843977364592;77.7345144229209;84.2081949058693;84.5781009032826;85.2635269370106;86.0378297660528;0;84.6174568965517;81.9280239054177;79.4228356336261;66.0636306924516;52.7060371771673;37.8002088409328;11.5160915083366;5.28097494922139;4.78053020425902;0;1.5318935208438;1505.4612725332336;0;0;1505.4612725332336
USA;United States;2000;All persons;15 to 19;51.9859225741579;65.8105423094904;77.1990553344016;77.8232852774137;84.5236184668058;84.6294956593634;0;84.0340800782383;79.8891549966526;84.7283993803408;84.2848734549735;84.7761328759704;85.2643419572554;0;84.513871532117;82.5482851146356;80.3186663642549;68.9126877881898;59.2488650433347;47.1995548961424;24.4988394175986;12.8847188191;13.5463185617772;0;5.29006882989184;1558.058875656985;0;0;1558.058875656985
OECD;OECD countries;2000;All persons;15 to 19;34.8556990194014;51.5921577270043;69.8917685017149;67.6787709950457;79.2846109319983;79.9173922526266;0;80.1939126419288;74.6842333038058;80.5421980159214;81.5727620331938;82.0133893269982;82.4739055444198;0;81.0260406610773;78.4282234527732;75.647619146438;62.2828761135608;50.2939320754235;36.9142601044681;16.2551057222262;9.08159207721676;8.86098871535065;3.1993233320889;3.85339099951918;1424.9878342879329;8.75547289253651;2.26269190422151;1424.9878342879329
ISR;Israel;2000;All persons;15 to 19;39.6054553214336;58.1757253754181;69.9248740061425;77.9933375104074;77.9408452004995;79.4379103894872;0;78.6978380182951;74.4784996672015;80.9966790946634;80.2290264334174;79.7162929415866;79.2260143429799;0;78.4867292429858;76.6200937466946;74.4961006498056;60.5445277387848;50.9062409075584;41.1113237892459;16.6585902115615;9.24519472808252;11.5445622130992;0;3.23185999078833;1422.6455339390304;0;0;1422.6455339390304
CHL;Chile;2000;All persons;15 to 19;18.990869450962;38.6189893576193;61.0203531091828;61.7555424164082;71.5008732912391;72.3755062171681;0;71.495720150486;68.2753262247809;73.2591028104076;71.0967828839643;72.3547472974855;73.7904792732731;0;71.5795815757389;69.030583221938;66.0524112321805;57.8942388498704;51.2574285929974;43.2645979264589;28.471637068926;17.3179721652363;17.4956751603385;0;0;1303.0635173299866;11.3705414386412;2.86664617819635;1303.0635173299866
CHN;China;2000;All persons;15 to 19;50.3792414829412;67.9172477043232;82.3460018445832;87.813985409132;92.3031901343969;92.707520178144;0;90.5431952716474;86.3325821861559;93.0696307585584;93.1983956039788;92.6810309578199;91.9981360723125;0;88.3547301047024;84.5413077436603;79.3942463324364;67.8795451415116;59.4457563943741;50.0547167392194;0;25.0585828550288;0;0;0;1629.665229512534;0;0;1629.665229512534
IND;India;2000;All persons;15 to 19;36.277216132774;45.918169134876;60.9034551794589;56.9180080577004;65.4311484245117;67.0163075156379;0;69.3774887492422;67.4709095341376;68.8020246601196;71.4048374126477;71.946524615725;72.6295585749336;0;71.250692179074;69.9307116053171;68.2413831883796;61.4275326001692;55.0017986455955;47.959960733799;38.6218703377913;28.7325246150447;26.2897977579892;0;0;1367.9405605068264;19.7801301985771;9.14860705016791;1367.9405605068264
SVN;Slovenia;2000;All persons;15 to 19;14.7839566770414;39.1621255066329;67.47546559161;61.0392110244644;87.5904928222164;91.3094896559214;0;87.4463235712024;74.9796915930406;94.9076648617379;93.6969745311218;92.3298992748232;90.8416093077556;0;86.0035826791083;78.7985961297268;68.8309138099644;32.9225294559918;24.0183529789975;14.4371083693163;12.8091617472069;8.3765034112836;7.75573114865937;0;4.63054135354889;1349.4552317231821;0;0;1349.4552317231821
EST;Estonia;2000;All persons;15 to 19;19.846078227548;44.8142602833786;71.1329160876504;70.7275142651359;83.9484502443113;86.4690040025452;0;86.5543657801112;78.23280613015;89.1653285964132;88.1307401503346;89.4462157714559;90.7446389560014;0;84.1266563019744;83.4412501290716;82.6733457408391;62.1359454820096;48.3093969484122;35.5493402278656;18.0506333286217;13.3479311893658;7.89696747737379;0;0;1462.7732513443525;0;0;1462.7732513443525
RUS;Russian Federation;2000;All persons;15 to 19;20.110768540224;43.6409570823043;70.891024986885;69.741413434189;86.1601971676425;87.4148134889176;0;88.3122406259017;78.8466407024268;88.7669573995293;90.6100236894122;90.6859726915018;90.7589923273691;0;89.1870362490096;86.2639138848302;82.3344881247439;52.9850580277607;37.5023044767801;27.2078601352504;0;10.9735392500871;0;0;0;1423.3157433255033;0;0;1423.3157433255033
LVA;Latvia;2000;All persons;15 to 19;12.8943190138274;37.4210234546102;67.0156365271146;64.4666505789272;82.3397712014281;85.0014149835598;0;85.4711989534263;74.9887061296912;87.7586922041568;88.6320776611647;87.9490646031072;87.2601480915774;0;84.5397667023271;83.030353230607;81.3504963840562;54.7305118755363;39.7552981480218;25.1942341875608;13.2660701670805;6.97024533549417;5.99862941101353;0;1.81624352660891;1370.1633331714138;0;0;1370.1633331714138
